Empresa,Yhaguy,
,,
CODIGOINTERNO,LISTA,
SC-1017,1600,
SC-1018,7800,
SC-102,15200,
SC-1020,3700,
SC-1021,45500,
SC-1022,3166700,
SC-1024,10600,
SC-1025,9200,
SC-1026,9100,
SC-1027,11700,
SC-1028,9200,
SC-103,150000,
SC-1030,8100,
SC-1031,75800,
SC-1032,55200,
SC-1034,47500,
SC-1035,57000,
SC-1036,46900,
SC-1037,9900,
SC-104,150000,
SC-1040,25400,
SC-1041,5200,
SC-1042,42000,
SC-1043,19900,
SC-1044,5100,
SC-1045,10000,
SC-1046,64100,
SC-1047,122400,
SC-1048,0,
SC-1049,31700,
SC-105,33400,
SC-1050,12800,
SC-1051,75500,
SC-1053,17200,
SC-1055,23400,
SC-1056,32900,
SC-1057,18700,
SC-106,36700,
SC-1062,21800,
SC-1065,2100,
SC-1066,9300,
SC-1067,2200,
SC-1068,1400,
SC-1069,6800,
SC-107,169200,
SC-1071,2700,
SC-1072,6700,
SC-1074,5900,
SC-1075,9800,
SC-1077,9800,
SC-1078,27500,
SC-1079,4800,
SC-108,182200,
SC-1080,13500,
SC-1081,2200,
SC-1082,11000,
SC-1083,2500,
SC-1084,8900,
SC-1085,20200,
SC-1086,11100,
SC-1087,134400,
SC-1088,37900,
SC-1089,11700,
SC-109,583400,
SC-1090,2800,
SC-1091,2100,
SC-1093,13400,
SC-1094,6700,
SC-1096,57900,
SC-1097,16000,
SC-1098,3400,
SC-1099,3800,
SC-11,14400,
SC-1101,3100,
SC-1103,21800,
SC-1104,243800,
SC-1106,29600,
SC-1107,9200,
SC-1109,21800,
SC-1110,23200,
SC-1111,2800,
SC-1112,2600,
SC-1112834,0,
SC-1114,4200,
SC-1115,6400,
SC-1117,11500,
SC-1118,50900,
SC-112,200,
SC-1120,2900,
SC-1121,98300,
SC-1122,130000,
SC-1125,30200,
SC-1127,9900,
SC-1128,167900,
SC-1129,26900,
SC-113,3520600,
SC-1131,2600,
SC-1133,17700,
SC-1135,21700,
SC-1138,29800,
SC-1139,50300,
SC-114,1466700,
SC-1140,75000,
SC-1141,45400,
SC-1142,32100,
SC-1144,32400,
SC-1145,20200,
SC-1146,3400,
SC-1148,395100,
SC-1149,99000,
SC-1150,184000,
SC-1151,218500,
SC-1152,3100,
SC-1153,7600,
SC-1154,106700,
SC-1157,5900,
SC-1159,261900,
SC-1160,329500,
SC-1161,211200,
SC-1162,41700,
SC-1163,5900,
SC-1164,28600,
SC-1165,30200,
SC-1167,110800,
SC-1168,7100,
SC-1169,6700,
SC-1170,117400,
SC-1172,20100,
SC-1178,29500,
SC-1180,38500,
SC-1182,15300,
SC-1184,2200,
SC-1185,2500,
SC-1186,117800,
SC-1187,2200,
SC-1188,248300,
SC-1189,7700,
SC-1190,14600,
SC-1192,5400,
SC-1193,300,
SC-1194,8800,
SC-1198,3900,
SC-1199,30400,
SC-12,78500,
SC-1200,3300,
SC-1202,4600,
SC-1203,76700,
SC-1204,47100,
SC-1205,55700,
SC-1207,14100,
SC-1208,72800,
SC-1209,11800,
SC-121,9400,
SC-1211,5900,
SC-1213,21700,
SC-1215,1700,
SC-1216,11100,
SC-1217,11000,
SC-1219,25500,
SC-1220,65200,
SC-1222,68000,
SC-1224,12800,
SC-1228,8000,
SC-1229,31100,
SC-1230,23600,
SC-1235,45700,
SC-1238,36700,
SC-1239,23300,
SC-1240,12200,
SC-1241,19400,
SC-1242,2300,
SC-1243,5800,
SC-1244,2100,
SC-1245,100800,
SC-1246,10300,
SC-1247,35500,
SC-1248,66700,
SC-1249,160000,
SC-1252,80000,
SC-1256,202600,
SC-126,862000,
SC-1260,234500,
SC-1261,304400,
SC-1265,499500,
SC-1266,44600,
SC-1267,35800,
SC-1268,43400,
SC-1269,58700,
SC-127,251500,
SC-1270,87700,
SC-1271,109000,
SC-1272,44000,
SC-1273,143400,
SC-1274,97300,
SC-1276,30100,
SC-1277,39400,
SC-1279,2500,
SC-128,227200,
SC-1280,1491700,
SC-1281,5200,
SC-1283,83600,
SC-1284,13500,
SC-1285,12600,
SC-1287,106100,
SC-1288,113700,
SC-1289,5100,
SC-129,1315200,
SC-1294,480000,
SC-1295,5300,
SC-1296,4300,
SC-1297,3400,
SC-1298,52300,
SC-13,66700,
SC-130,1094600,
SC-1300,15200,
SC-1302,12800,
SC-1304,64400,
SC-1305,18400,
SC-131,504200,
SC-1312,23100,
SC-1314,23600,
SC-1315,32300,
SC-1319,758100,
SC-132,361800,
SC-1323,300000,
SC-1324,135000,
SC-1324294,0,
SC-1327,136600,
SC-1328,247300,
SC-1331309,0,
SC-1333,13200,
SC-1337,1316700,
SC-1339,159500,
SC-1340,516700,
SC-1341,59500,
SC-1341729,0,
SC-1342,2200,
SC-1343122,0,
SC-1344,9300,
SC-1346,15100,
SC-1346119,7300,
SC-1346608,0,
SC-1346619,0,
SC-1347401,97300,
SC-1352,10700,
SC-1357,3700,
SC-1357601,161200,
SC-1358,86700,
SC-1360,57500,
SC-1361,23300,
SC-1364,69200,
SC-1365,90900,
SC-1366,45400,
SC-1366764,7400,
SC-1366847,0,
SC-1367,37200,
SC-1368,22900,
SC-1368061,3900,
SC-1369823,0,
SC-1372,72800,
SC-1373,68600,
SC-1374346,0,
SC-1375,66700,
SC-1375391,38700,
SC-1382,159400,
SC-1383,126600,
SC-1388,1700,
SC-1389,997900,
SC-1390,800000,
SC-1399,114500,
SC-1405402,0,
SC-1406,716700,
SC-1412398,0,
SC-1416,34500,
SC-1417,1700,
SC-1419,737700,
SC-1421,41900,
SC-1421790,0,
SC-1421791,0,
SC-1423,261500,
SC-1427793.2,0,
SC-1427831,5700,
SC-1429057,250000,
SC-143,23400,
SC-1430533,732700,
SC-1433899,0,
SC-144,100700,
SC-1445,43700,
SC-145,136000,
SC-1466,37100,
SC-1468,3100,
SC-147,192300,
SC-1470/1469,0,
SC-1471,30300,
SC-1475,202600,
SC-1476,189300,
SC-1477,211500,
SC-1478,135100,
SC-1480,42100,
SC-1481301,0,
SC-1487,159400,
SC-1488,58900,
SC-1490,4000,
SC-1491,3700,
SC-1492,3800,
SC-1495,168800,
SC-1495692,462600,
SC-1496,1100,
SC-1499,24700,
SC-1500,39400,
SC-1501,70600,
SC-1504,14400,
SC-1507,435100,
SC-1515,82300,
SC-1516,22700,
SC-1517,0,
SC-1520,75800,
SC-1523,30800,
SC-1524615,0,
SC-1530,8600,
SC-1531,3000,
SC-1532,11700,
SC-1534,7800,
SC-1536,14400,
SC-1537,22600,
SC-1538,20900,
SC-1539,1058400,
SC-1540,4000,
SC-1540120,0,
SC-1543,158400,
SC-1545,13000,
SC-1548,36800,
SC-155,198700,
SC-1550,31900,
SC-1552,50400,
SC-156,417500,
SC-1560,1181900,
SC-1561,866800,
SC-1564,26000,
SC-1565,0,
SC-157,305100,
SC-1571,126300,
SC-1572,5900,
SC-1573,33500,
SC-1579,67600,
SC-158,244600,
SC-1584,466200,
SC-1597,22200,
SC-1599,43000,
SC-1611,166700,
SC-1612,367900,
SC-1613,75800,
SC-1617,21100,
SC-1618,31100,
SC-162,267000,
SC-1620,10100,
SC-1622,5900,
SC-1623,5900,
SC-1625,5800,
SC-1626,0,
SC-1629,17600,
SC-1634,85500,
SC-1641,124300,
SC-1642,79100,
SC-1643,1200,
SC-1648,10900,
SC-165,416700,
SC-1659,19200,
SC-166,583400,
SC-1665,12700,
SC-167,583400,
SC-1672,94500,
SC-1673,54200,
SC-1674,41100,
SC-169,1083400,
SC-1702,46900,
SC-1704,46700,
SC-1705,46700,
SC-1707,50000,
SC-1714,35100,
SC-1715,120400,
SC-1716,86800,
SC-1717,48400,
SC-1719,21800,
SC-1720,22600,
SC-1721,52300,
SC-1722,36300,
SC-1723,16500,
SC-1724,17700,
SC-1727,4400,
SC-1728,101500,
SC-1729,201900,
SC-1731,142600,
SC-1732,223700,
SC-1733,42000,
SC-1735,11800,
SC-1741,1600,
SC-1742,30100,
SC-1747,2900,
SC-1748,52100,
SC-1750,91700,
SC-1751,42200,
SC-1751403,0,
SC-1753,144800,
SC-1755,1900,
SC-1756389.2,0,
SC-1761,30400,
SC-1765,62500,
SC-1766,13300,
SC-1767,22600,
SC-1772,1600,
SC-1773,21500,
SC-1775,23500,
SC-1777,13600,
SC-178,1083400,
SC-1780,70500,
SC-1781,12600,
SC-1782,5600,
SC-1783,13000,
SC-1785,1400,
SC-1785/1,0,
SC-1786,35200,
SC-1789,167400,
SC-1791,20500,
SC-1794,1400,
SC-1795,200,
SC-1797,91400,
SC-1798,1100,
SC-1799,70300,
SC-180,283400,
SC-1800,2500,
SC-1804,2600,
SC-1806,6500,
SC-1811,27800,
SC-1812,567600,
SC-1813,27000,
SC-1814,26700,
SC-1817,250000,
SC-1818,175300,
SC-1819,246700,
SC-1822,310300,
SC-1823,165700,
SC-183,60200,
SC-1830,4200,
SC-1831,1600,
SC-1832,1400,
SC-1833,11500,
SC-1834,1100,
SC-1835,2400,
SC-1835D,0,
SC-1835E,0,
SC-1836,600,
SC-1837,4300,
SC-1838,1400,
SC-1839,1200,
SC-184,300000,
SC-1841,2000,
SC-1842,1900,
SC-1843,3000,
SC-1845,208400,
SC-1846,300,
SC-1847,300,
SC-1849,400,
SC-185,58400,
SC-1850,300,
SC-1851,300,
SC-1852,300,
SC-1853,400,
SC-1854,106200,
SC-1858,500,
SC-186,106100,
SC-1861 ,900,
SC-1862,2500,
SC-1863,1000,
SC-1865,800,
SC-1866,1900,
SC-1868,1600,
SC-1869,900,
SC-187,114500,
SC-1870,1600,
SC-1872,100,
SC-1876,1500,
SC-1877,1600,
SC-1878,1400,
SC-188,114500,
SC-1880,2100,
SC-1883,2300,
SC-1885,1700,
SC-1886,1700,
SC-1887,2600,
SC-1888,2600,
SC-1890,500,
SC-1892,30800,
SC-1894,300,
SC-1895,500,
SC-1898,200,
SC-1899,400,
SC-1900,300,
SC-1903,1300,
SC-1906,2000,
SC-1907,800,
SC-191,33400,
SC-1910,900,
SC-1912,0,
SC-1921,23000,
SC-1922,25900,
SC-1924,29000,
SC-1925,47100,
SC-1926,75700,
SC-1927,13400,
SC-1928,67000,
SC-1929,47700,
SC-193,25000,
SC-1931,11700,
SC-1932,14900,
SC-1933,126600,
SC-1934,190500,
SC-1935,30700,
SC-1938,12700,
SC-194,27500,
SC-1940,42000,
SC-1941,28700,
SC-1942,3100,
SC-1944,33800,
SC-1945,50300,
SC-1946,40200,
SC-1949,58600,
SC-1952,16800,
SC-1954,15200,
SC-1957,80600,
SC-1959,152300,
SC-196,59900,
SC-1965,9133400,
SC-1968,960000,
SC-197,34700,
SC-1973,5600,
SC-1974,11500,
SC-1975,63800,
SC-198,2900,
SC-1980,2400,
SC-1981,5000,
SC-1983,2300,
SC-1984,2400,
SC-1985,5900,
SC-1986,26000,
SC-1988,36500,
SC-1990,55400,
SC-1992,22600,
SC-1993,2100,
SC-1994,1800,
SC-1996,49100,
SC-1997,47100,
SC-1998,199500,
SC-2,23700,
SC-20,22700,
SC-200,10000,
SC-2000,0,
SC-2001,0,
SC-201,5400,
SC-2014,21200,
SC-2017,370600,
SC-2021,1083400,
SC-2022,0,
SC-2024,233400,
SC-2025,233400,
SC-2027,200000,
SC-2028,266000,
SC-2029,633400,
SC-203,16600,
SC-2031,31000,
SC-2034,216700,
SC-2035,216700,
SC-2036,466700,
SC-2037,300000,
SC-2038,333400,
SC-2039,300000,
SC-204,11100,
SC-2043,1900,
SC-2045,75500,
SC-2047,1083400,
SC-204723,0,
SC-2048,500000,
SC-205,3400,
SC-2050,34500,
SC-2051,300000,
SC-2056,0,
SC-2057,8100,
SC-2058,6000,
SC-2059,261000,
SC-2061,0,
SC-2064,85900,
SC-2066,16900,
SC-2067,18400,
SC-2068,10000,
SC-2070,265900,
SC-2075,75000,
SC-2076,38300,
SC-2077,953200,
SC-2078,367900,
SC-2079,434700,
SC-2080,244500,
SC-2083,31800,
SC-2084,64200,
SC-2085,1416800,
SC-2086,666700,
SC-2088,441700,
SC-2089,435300,
SC-2092,73400,
SC-2093,133600,
SC-2097,17300,
SC-2099,104000,
SC-2102,0,
SC-2105,0,
SC-2116,176300,
SC-2117,226100,
SC-2118,1500,
SC-2122,117100,
SC-2123,13500,
SC-2125,658400,
SC-2136,25100,
SC-2138,392700,
SC-2143,8400,
SC-2145,9100,
SC-2149,500000,
SC-215,147600,
SC-2150,122400,
SC-2153,11500,
SC-2155,23500,
SC-2156,13700,
SC-2158,75000,
SC-2159,22900,
SC-216,162300,
SC-2161,800,
SC-2164,502400,
SC-2165,167900,
SC-2166,5500,
SC-2167,50200,
SC-2171,50100,
SC-218,31900,
SC-2185,18400,
SC-2186,33600,
SC-2187,49000,
SC-2188,0,
SC-2191,608400,
SC-2196,1466700,
SC-2208,176300,
SC-22097,141700,
SC-221,17800,
SC-2211,27900,
SC-2212,55000,
SC-2213,217300,
SC-2214,0,
SC-2217,53200,
SC-2218,177300,
SC-222,113700,
SC-2222,5500,
SC-2225,202700,
SC-2228,106100,
SC-2238,183600,
SC-2239,114500,
SC-2242,108800,
SC-2244,18400,
SC-2245,4700,
SC-2246,533400,
SC-2250,67100,
SC-2251,4900,
SC-2253,57500,
SC-2254,0,
SC-2256,585400,
SC-2257,12700,
SC-2259,13300,
SC-226,41700,
SC-2264,17800,
SC-2266,210900,
SC-2269,10900,
SC-2275,13500,
SC-2279,400,
SC-2280,0,
SC-2288,1700,
SC-2289,76400,
SC-2290,258500,
SC-2292,11100,
SC-2293,15200,
SC-2294,15000,
SC-2295,18800,
SC-2296,5900,
SC-2297,2100,
SC-2298,1900,
SC-2302,75900,
SC-2305,59100,
SC-2306,5900,
SC-2307,245300,
SC-2309,92100,
SC-2310,7600,
SC-2316,241700,
SC-2318,7000,
SC-232,900,
SC-2320,70800,
SC-2322,83400,
SC-2323,3400,
SC-23241,251900,
SC-2325,11000,
SC-2331,116700,
SC-2332,91000,
SC-2333,25900,
SC-2338,41700,
SC-2341,1007100,
SC-2346,900,
SC-2347,8400,
SC-2357,31100,
SC-2358,59300,
SC-2359,59300,
SC-236,1300,
SC-2360,59300,
SC-2361,59300,
SC-2362,59300,
SC-2363,59300,
SC-2364,59000,
SC-2365,300,
SC-237,4200,
SC-2370,118900,
SC-237978,0,
SC-2383,3750000,
SC-2384,3800000,
SC-2386,33600,
SC-2387,35900,
SC-2388,18400,
SC-2389,27500,
SC-239,17900,
SC-2390,21900,
SC-2391,10200,
SC-2392,55200,
SC-2394,50000,
SC-2398,128800,
SC-239NI,4200,
SC-240,12300,
SC-2401,2500,
SC-2404,117100,
SC-2405,9700,
SC-2406,8400,
SC-241,21400,
SC-2416,27000,
SC-2417,23200,
SC-2418,26700,
SC-2419,62500,
SC-242,8500,
SC-2422,10300,
SC-2423,58400,
SC-2424,4500,
SC-2425,131200,
SC-2428,59800,
SC-2429,208400,
SC-243,45200,
SC-2430,172300,
SC-2431,226800,
SC-2432,109100,
SC-2433,11700,
SC-2443,112000,
SC-2444,31200,
SC-24448,0,
SC-244537,0,
SC-2448,98500,
SC-2449,66700,
SC-2450,156700,
SC-2453,96700,
SC-2455,33500,
SC-2457,284200,
SC-2458,6478700,
SC-2464,11400,
SC-2467,21600,
SC-2468,80800,
SC-2469,11700,
SC-2470,104000,
SC-2472,89200,
SC-2473,75700,
SC-2481,966700,
SC-2484,67500,
SC-2486,80000,
SC-2492,64500,
SC-2493,64500,
SC-2494,433400,
SC-251,0,
SC-2519,221200,
SC-2521,61900,
SC-2522,59500,
SC-2524,2100,
SC-2532,4400,
SC-2537,302200,
SC-2538,20500,
SC-2542,800,
SC-255,25000,
SC-2553,51700,
SC-2555,300,
SC-2556,600,
SC-2562,495800,
SC-2563,27500,
SC-2564,37400,
SC-2566,34600,
SC-2569,301200,
SC-2570,418200,
SC-2574,19200,
SC-2575,16400,
SC-2578,2000,
SC-258,37900,
SC-2588,200,
SC-259,2100,
SC-2593,1200,
SC-2595,14900,
SC-2598,130900,
SC-2599,15000,
SC-2601,2100,
SC-2609,3200,
SC-261,0,
SC-2612,900,
SC-2614,53600,
SC-2615,813800,
SC-2618,2900,
SC-262,2700,
SC-2624,31800,
SC-2628,1700,
SC-263,4300,
SC-2634,5500,
SC-2647,5056000,
SC-2648,4550000,
SC-2652,497700,
SC-266,10100,
SC-267/265,58900,
SC-2671,3400,
SC-2672,33400,
SC-2678,285800,
SC-268,0,
SC-2680,171000,
SC-2681,54100,
SC-2682,60800,
SC-2683,7000,
SC-2684,31700,
SC-2685,30200,
SC-2688,20200,
SC-2689,8300,
SC-2693,32900,
SC-2696,9900,
SC-2697,91200,
SC-2700,21900,
SC-2701,8300,
SC-2702,10800,
SC-2704,41700,
SC-2707,18400,
SC-2708,160600,
SC-2709,41700,
SC-271,5700,
SC-2712,91700,
SC-272,1900,
SC-2729,6400,
SC-2730,1600,
SC-2731,50300,
SC-2732,7800,
SC-2733,152200,
SC-2736,7400,
SC-2737,75500,
SC-2738,67400,
SC-2747,129300,
SC-2748,6700,
SC-2751,3200,
SC-2753,16200,
SC-2754,183400,
SC-277,8400,
SC-2773,16900,
SC-2774,8700,
SC-2775,159200,
SC-2776,1700,
SC-2777,12400,
SC-2779,43000,
SC-2782,10900,
SC-2786,16300,
SC-2787,5200,
SC-2788,500,
SC-2789,65200,
SC-278921,0,
SC-278936,246300,
SC-2793,1900,
SC-2807,53400,
SC-2809,11200,
SC-2811,92200,
SC-2812,25300,
SC-2815,0,
SC-2822,134000,
SC-2823,35000,
SC-2825,159000,
SC-2826,63600,
SC-2827,21100,
SC-2829,120000,
SC-2830,215000,
SC-2831,1200,
SC-2832,10900,
SC-2833,498600,
SC-2836,227200,
SC-2846,19000,
SC-2848,199300,
SC-285,3200,
SC-2850,68400,
SC-2851,96700,
SC-2853,2100,
SC-2863,7600,
SC-2864,250000,
SC-2865,500,
SC-2866,210200,
SC-2867,48600,
SC-2888,8400,
SC-2890,33900,
SC-2894,21000,
SC-2906,550000,
SC-2907,180700,
SC-2908,50400,
SC-292088,0,
SC-2928,50800,
SC-2941,72100,
SC-2943,42400,
SC-2950,37400,
SC-2951,118200,
SC-2952,102000,
SC-2953,125400,
SC-2954,2600,
SC-2956,55400,
SC-2961,65100,
SC-2978,34200,
SC-2980,177200,
SC-2991,16500,
SC-2995,23500,
SC-2996,19200,
SC-301404,0,
SC-3022,0,
SC-3023,2400,
SC-303,24500,
SC-3036,25300,
SC-3040,500,
SC-3041,300,
SC-3047,800,
SC-3048,200,
SC-3053,700,
SC-305525,0,
SC-3056,181700,
SC-3065,10000,
SC-3074,38200,
SC-3077,117100,
SC-3089,1300,
SC-3090,3700,
SC-30920,0,
SC-3096,281300,
SC-3097,60500,
SC-3098,60500,
SC-3105,9200,
SC-3107,10000,
SC-311,34500,
SC-3124,16800,
SC-3137,393100,
SC-3139,57900,
SC-3140,3300,
SC-3141,11800,
SC-3150,2900,
SC-3151,6700,
SC-3152,253500,
SC-3153,16100,
SC-3158,164200,
SC-3159,49400,
SC-3161,30200,
SC-3163,3100,
SC-3169,121200,
SC-3176,198100,
SC-318,59000,
SC-3191,424300,
SC-3192,2020400,
SC-3199,401700,
SC-3203,200000,
SC-32048,0,
SC-3210,5000,
SC-3211,25200,
SC-3212,42200,
SC-3213,150700,
SC-3220,235800,
SC-3222,166700,
SC-3223,30000,
SC-3224,42200,
SC-3225,200000,
SC-3229,58600,
SC-324,133800,
SC-3242,700,
SC-3243,5900,
SC-3244,2500,
SC-3246,23300,
SC-325,173600,
SC-3258,50000,
SC-3259,50000,
SC-326,68100,
SC-3262,33600,
SC-3264,67600,
SC-3265,189600,
SC-3266,292600,
SC-3267,5100,
SC-3280,689600,
SC-3281,59000,
SC-3283,31900,
SC-3284,102000,
SC-3286,75900,
SC-3288,13400,
SC-3289,75000,
SC-329,8500,
SC-3293,7600,
SC-329346,0,
SC-329348,0,
SC-329349,0,
SC-3297,25200,
SC-3300,83400,
SC-3305,45300,
SC-331,69600,
SC-3313,15700,
SC-3314,5900,
SC-3315,9300,
SC-3316,2100,
SC-3317,45400,
SC-3322,160900,
SC-3329,96700,
SC-3331,102600,
SC-3332,486800,
SC-3335,14500,
SC-3338,9300,
SC-3339,216700,
SC-3340,250000,
SC-3341,99800,
SC-3354,58700,
SC-3355,58700,
SC-3358,115000,
SC-3363,335400,
SC-3377,48200,
SC-3390,47500,
SC-3393,80000,
SC-3404,1200,
SC-3405,1200,
SC-3410,49400,
SC-3413,77300,
SC-3431,25100,
SC-3432,27000,
SC-3438,33300,
SC-3456,114300,
SC-3467,11900,
SC-3468,12900,
SC-3471,107800,
SC-3482,217800,
SC-3483,268100,
SC-3484,17100,
SC-3485,26900,
SC-3486,193100,
SC-3492,1428500,
SC-3493,112100,
SC-3494,6800,
SC-3498,42100,
SC-350,30100,
SC-3500,716700,
SC-3501,400000,
SC-3502,13500,
SC-3504,14300,
SC-3505,23000,
SC-3509,31700,
SC-351,17200,
SC-3513,16200,
SC-3515,12600,
SC-3516,21900,
SC-3522,56100,
SC-354,41100,
SC-3540,83700,
SC-3542,9200,
SC-3544,14300,
SC-3548,201500,
SC-3549,172000,
SC-355,68200,
SC-3550,102500,
SC-3551,102000,
SC-3557,11800,
SC-3559,57300,
SC-356,134800,
SC-3571,585200,
SC-3583,10300,
SC-3584,0,
SC-3588,84600,
SC-3591,6800,
SC-360247/1,0,
SC-3606,50000,
SC-3608,300,
SC-3609,75000,
SC-361,27600,
SC-3610,60000,
SC-362,27600,
SC-363,209500,
SC-364,184300,
SC-3646,42400,
SC-365,78300,
SC-366,106700,
SC-3662,81100,
SC-3663,3700,
SC-3664,7500,
SC-3666,2900,
SC-3679,47100,
SC-368,1900,
SC-3712,28400,
SC-3713,23000,
SC-3714,4800,
SC-3716,75000,
SC-3729,7400,
SC-3730,100,
SC-3731,8400,
SC-3738,1400,
SC-3739,448800,
SC-3740,552000,
SC-3743,108400,
SC-3745,114000,
SC-3750,276400,
SC-3751,7300,
SC-3754,3800,
SC-3790,91700,
SC-3792,125500,
SC-3798,13500,
SC-3807,283000,
SC-3809,900,
SC-3815,10300,
SC-3821,33400,
SC-3822,171700,
SC-3823,424300,
SC-3828,93500,
SC-3834,66900,
SC-3835,678200,
SC-3842,284900,
SC-3843,29900,
SC-385,4900,
SC-386,11400,
SC-3863,1900,
SC-3867,244400,
SC-3903,366700,
SC-390303,0,
SC-390304,0,
SC-391172,0,
SC-3919,10800,
SC-392,33800,
SC-3921,11600,
SC-3922,13400,
SC-3929,176200,
SC-3940,2900,
SC-3950,47300,
SC-3954,79700,
SC-396,5000,
SC-3962,58200,
SC-3967,10300,
SC-3968,9300,
SC-3974,18100,
SC-3975,9700,
SC-3977,35200,
SC-398,0,
SC-3982,36800,
SC-3985,10900,
SC-3991,47700,
SC-3993,217500,
SC-3994,56300,
SC-3999,168200,
SC-401380,0,
SC-401571,0,
SC-4025,62200,
SC-4027,210600,
SC-4028,570100,
SC-4029,13400,
SC-4030,16000,
SC-4032,200500,
SC-4034,7600,
SC-4035,50700,
SC-4036,183400,
SC-4042,800000,
SC-4045,52000,
SC-4049,53100,
SC-404951,48800,
SC-405,184000,
SC-4053,17400,
SC-4055,20300,
SC-4056,21600,
SC-4058,56100,
SC-4059,4700,
SC-406,192600,
SC-4062,2200,
SC-4063,2600,
SC-4064,136400,
SC-4065,17800,
SC-4074,45000,
SC-4080,7700,
SC-4082,0,
SC-4086,8500,
SC-4093,3000000,
SC-4094,36800,
SC-4095,371600,
SC-4096,21600,
SC-4098,3000000,
SC-4099,65700,
SC-4100,275800,
SC-4101,1200,
SC-4106,1700,
SC-4112,1200,
SC-4117,117400,
SC-4127,283400,
SC-4128,50000,
SC-4131,53400,
SC-4139,20300,
SC-414,16500,
SC-4144,131200,
SC-4145,263400,
SC-4147,144000,
SC-4148,114700,
SC-415,19200,
SC-4152,142100,
SC-4153,166700,
SC-416,45000,
SC-4172,283400,
SC-4178,301900,
SC-4182,184700,
SC-4189,27000,
SC-4191,1833400,
SC-4195,1333400,
SC-4196,266700,
SC-4197,300000,
SC-4200,25300,
SC-4202,329000,
SC-4203,367800,
SC-4204,362700,
SC-4205,184500,
SC-4208,3100,
SC-4209,41700,
SC-4211,0,
SC-4212,2900,
SC-4215,69200,
SC-4220,18800,
SC-4221,8400,
SC-4222,159300,
SC-4224,50000,
SC-4225,89600,
SC-4226,2600,
SC-4227,125000,
SC-4228,166700,
SC-4233,55300,
SC-4235,56900,
SC-4241,9400,
SC-4242,7500,
SC-4243,158400,
SC-4252,16800,
SC-4253,117500,
SC-4254,152900,
SC-4260,28300,
SC-429,36900,
SC-4313,58400,
SC-4315,291200,
SC-4316,458400,
SC-4317,458400,
SC-4318,21700,
SC-432,304300,
SC-434,2700,
SC-4340,416700,
SC-4343,500000,
SC-4345,5100,
SC-4346,2700,
SC-4347,9500,
SC-4348,101000,
SC-4354,8500,
SC-4358,3833400,
SC-4359,3916700,
SC-436,16700,
SC-4360,3254400,
SC-437,371700,
SC-440,24600,
SC-4401,85900,
SC-4405,372900,
SC-441,65600,
SC-4410,62500,
SC-4411,58500,
SC-4412,176100,
SC-442,62400,
SC-4420,18500,
SC-4426,0,
SC-4428,0,
SC-443,35400,
SC-4439,477800,
SC-444,51900,
SC-4442,2216700,
SC-4448,16700,
SC-4449,20000,
SC-445,10200,
SC-4450,21700,
SC-4451,23400,
SC-4454,367800,
SC-446,2200,
SC-4462,276600,
SC-4463,64100,
SC-4465,840800,
SC-4471,31700,
SC-4476,3400,
SC-4477,1900,
SC-4478,2200,
SC-4481,6900,
SC-4482,100100,
SC-4487,41800,
SC-4488,9200,
SC-4494,589700,
SC-4495,106900,
SC-4496,9200,
SC-450,26600,
SC-4500,34800,
SC-451,154800,
SC-4516,0,
SC-4524,165600,
SC-4529,235200,
SC-4530,50000,
SC-4533,25200,
SC-4534,461000,
SC-4538,99100,
SC-4539,80500,
SC-4540,12400,
SC-4542,53400,
SC-4543,3100,
SC-4549,10700,
SC-4550,440500,
SC-4565,784900,
SC-4566,104100,
SC-4567,60900,
SC-4568,7600,
SC-4573,212000,
SC-458,21200,
SC-4589,13500,
SC-4591,8500,
SC-4593,194400,
SC-4594,53100,
SC-4596,92000,
SC-4618,7700,
SC-4620,166700,
SC-4628,58800,
SC-4630,676000,
SC-4631,148400,
SC-4638,229500,
SC-4645,2822700,
SC-4656,366700,
SC-4660,5763000,
SC-4661,6833400,
SC-4664,233400,
SC-4669,201600,
SC-4679,42000,
SC-4688,114200,
SC-4689,68800,
SC-4695,46900,
SC-4697,116700,
SC-4715,2175300,
SC-4719,21100,
SC-4721,67100,
SC-4733,38400,
SC-4736,10900,
SC-4737,0,
SC-474,573100,
SC-4741,7800,
SC-4742,35700,
SC-475,25400,
SC-4750,16500,
SC-4752,1400,
SC-4753,1300,
SC-4758,18500,
SC-4759,33700,
SC-4760,60900,
SC-4769,10700,
SC-4770,13100,
SC-4777,530400,
SC-4780,241700,
SC-4784,757600,
SC-4785,757600,
SC-4789,13800,
SC-4796,4600,
SC-4797,7300,
SC-4798,3100,
SC-4800,716700,
SC-4806,135000,
SC-4808,5100,
SC-4809,47200,
SC-4821,284300,
SC-4828,41800,
SC-4831,31100,
SC-4833,7700,
SC-4835,13200,
SC-4836,8100,
SC-4838,1500,
SC-4839,4600,
SC-4840,5200,
SC-4841,8400,
SC-4849,587200,
SC-485,148200,
SC-4858,65000,
SC-4859,168100,
SC-4865,65800,
SC-4871,600900,
SC-4872,63700,
SC-4874,65000,
SC-4876,52700,
SC-4877,49100,
SC-4879,115200,
SC-4881,295600,
SC-4882,228000,
SC-4883,416700,
SC-4887,65200,
SC-4888,40300,
SC-4889,5800,
SC-489,6000,
SC-4890,2100,
SC-4891,7400,
SC-4908,131300,
SC-491,58800,
SC-4919,83800,
