Empresa,Yhaguy,,,,,,
,,,,,,,
RAZONSOCIAL,NRODOCUMENTO,CONCEPTO,EMISION,VENCIMIENTO,IMPORTE,SALDO,IDCUENTA
"VINIFLEX - INDUSTRIA, COMER. LTDA. ###",12017,Gastos de Import.,01/25/2017 00:00:00,02/01/2017 00:00:00,"24825,58","24825,58",52969
VITAPAN JOCKEY,266829,Gastos Contado,09/28/2018 00:00:00,09/29/2018 00:00:00,19500,19500,9881
"WISZOVATY DE BOGARIN, LILIAN ELIZABETH",11279,Gastos Credito,09/13/2018 00:00:00,09/14/2018 00:00:00,280000,280000,64055
YHAGUY BATERIAS S.A.,4253,Compras  CREDITO,01/12/2017 00:00:00,02/11/2017 00:00:00,1266840,1266840,58348
YHAGUY BATERIAS S.A.,4257,Compras  CREDITO,01/12/2017 00:00:00,02/12/2017 00:00:00,3450173,3450173,58348
YHAGUY BATERIAS S.A.,4268,Compras  CREDITO,01/12/2017 00:00:00,02/11/2017 00:00:00,15767160,15767160,58348
YHAGUY BATERIAS S.A.,4334,Compras  CREDITO,01/16/2017 00:00:00,02/15/2017 00:00:00,2427600,2427600,58348
YHAGUY BATERIAS S.A.,4339,Compras  CREDITO,01/16/2017 00:00:00,02/15/2017 00:00:00,719532,719532,58348
YHAGUY BATERIAS S.A.,4326,Compras  CREDITO,01/14/2017 00:00:00,02/13/2017 00:00:00,1361700,1361700,58348
YHAGUY BATERIAS S.A.,4359,Compras  CREDITO,01/16/2017 00:00:00,02/15/2017 00:00:00,3488400,3488400,58348
YHAGUY BATERIAS S.A.,4364,Compras  CREDITO,01/16/2017 00:00:00,02/15/2017 00:00:00,23273850,23273850,58348
YHAGUY BATERIAS S.A.,4444,Compras  CREDITO,01/18/2017 00:00:00,02/17/2017 00:00:00,1342200,1342200,58348
YHAGUY BATERIAS S.A.,4442,Compras  CREDITO,01/18/2017 00:00:00,02/18/2017 00:00:00,1230158,1230158,58348
YHAGUY BATERIAS S.A.,4491,Compras  CREDITO,01/19/2017 00:00:00,01/19/2017 00:00:00,1580000,1580000,58348
YHAGUY BATERIAS S.A.,4484,Compras  CREDITO,01/19/2017 00:00:00,02/18/2017 00:00:00,14100480,14100480,58348
YHAGUY BATERIAS S.A.,4489,Compras  CREDITO,01/19/2017 00:00:00,02/18/2017 00:00:00,2490840,2490840,58348
YHAGUY BATERIAS S.A.,4548,Compras  CREDITO,01/20/2017 00:00:00,02/19/2017 00:00:00,7038000,7038000,58348
YHAGUY BATERIAS S.A.,4601,Compras  CREDITO,01/23/2017 00:00:00,02/22/2017 00:00:00,1672900,1672900,58348
YHAGUY BATERIAS S.A.,4606,Compras  CREDITO,01/23/2017 00:00:00,02/22/2017 00:00:00,13840380,13840380,58348
YHAGUY BATERIAS S.A.,4658,Compras  CREDITO,01/25/2017 00:00:00,02/24/2017 00:00:00,10149000,10149000,58348
YHAGUY BATERIAS S.A.,4686,Compras  CREDITO,01/25/2017 00:00:00,02/24/2017 00:00:00,2501550,2501550,58348
YHAGUY BATERIAS S.A.,4722,Compras  CREDITO,01/26/2017 00:00:00,02/25/2017 00:00:00,2611200,2611200,58348
YHAGUY BATERIAS S.A.,4633,Compras  CREDITO,01/24/2017 00:00:00,02/23/2017 00:00:00,11401008,11401008,58348
YHAGUY BATERIAS S.A.,4799,Compras  CREDITO,01/27/2017 00:00:00,02/26/2017 00:00:00,7038000,7038000,58348
YHAGUY BATERIAS S.A.,4803,Compras  CREDITO,01/27/2017 00:00:00,02/26/2017 00:00:00,9398310,9398310,58348
YHAGUY BATERIAS S.A.,4874,Compras  CREDITO,01/31/2017 00:00:00,03/02/2017 00:00:00,23093840,23093840,58348
YHAGUY BATERIAS S.A.,4897,Compras  CREDITO,01/31/2017 00:00:00,03/03/2017 00:00:00,835224,835224,58348
YHAGUY BATERIAS S.A.,4909,Compras  CREDITO,01/31/2017 00:00:00,03/02/2017 00:00:00,12036000,12036000,58348
YHAGUY BATERIAS S.A.,4951,Compras  CREDITO,02/02/2017 00:00:00,03/04/2017 00:00:00,275400,275400,58348
YHAGUY BATERIAS S.A.,4955,Compras  CREDITO,02/02/2017 00:00:00,03/04/2017 00:00:00,550800,550800,58348
YHAGUY BATERIAS S.A.,4959,Compras  CREDITO,02/02/2017 00:00:00,03/05/2017 00:00:00,1912817,1912817,58348
YHAGUY BATERIAS S.A.,4798,Compras  CREDITO,01/27/2017 00:00:00,02/26/2017 00:00:00,9189000,9189000,58348
YHAGUY BATERIAS S.A.,4995,Compras  CREDITO,02/03/2017 00:00:00,03/05/2017 00:00:00,14644690,14644690,58348
YHAGUY BATERIAS S.A.,5129,Compras  CREDITO,02/08/2017 00:00:00,03/10/2017 00:00:00,11595000,11595000,58348
YHAGUY BATERIAS S.A.,5155,Compras  CREDITO,02/09/2017 00:00:00,03/12/2017 00:00:00,7608580,7608580,58348
YHAGUY BATERIAS S.A.,5151,Compras  CREDITO,02/09/2017 00:00:00,03/11/2017 00:00:00,11652620,11652620,58348
YHAGUY BATERIAS S.A.,5326,Compras  CREDITO,02/13/2017 00:00:00,03/15/2017 00:00:00,2860000,2860000,58348
YHAGUY BATERIAS S.A.,5324,Compras  CREDITO,02/13/2017 00:00:00,03/15/2017 00:00:00,11545800,11545800,58348
YHAGUY BATERIAS S.A.,5343,Compras  CREDITO,02/14/2017 00:00:00,03/16/2017 00:00:00,14983380,14983380,58348
YHAGUY BATERIAS S.A.,5344,Compras  CREDITO,02/14/2017 00:00:00,03/16/2017 00:00:00,1640000,1640000,58348
YHAGUY BATERIAS S.A.,5387,Compras  CREDITO,02/15/2017 00:00:00,03/17/2017 00:00:00,14808200,14808200,58348
YHAGUY BATERIAS S.A.,5454,Compras  CREDITO,02/16/2017 00:00:00,03/18/2017 00:00:00,1091400,1091400,58348
YHAGUY BATERIAS S.A.,5536,Gastos Credito,02/20/2017 00:00:00,03/22/2017 00:00:00,905000,905000,58348
YHAGUY BATERIAS S.A.,5482,Compras  CREDITO,02/17/2017 00:00:00,03/19/2017 00:00:00,5247500,5247500,58348
YHAGUY BATERIAS S.A.,5538,Compras  CREDITO,02/20/2017 00:00:00,03/22/2017 00:00:00,5797000,5797000,58348
YHAGUY BATERIAS S.A.,5549,Compras  CREDITO,02/20/2017 00:00:00,03/22/2017 00:00:00,510000,510000,58348
YHAGUY BATERIAS S.A.,5240,Compras  CREDITO,02/10/2017 00:00:00,03/23/2017 00:00:00,1944825,1944825,58348
YHAGUY BATERIAS S.A.,5616,Compras  CREDITO,02/22/2017 00:00:00,03/24/2017 00:00:00,12507900,12507900,58348
YHAGUY BATERIAS S.A.,5689,Compras  CREDITO,02/24/2017 00:00:00,03/27/2017 00:00:00,6872500,6872500,58348
YHAGUY BATERIAS S.A.,5766,Compras  CREDITO,02/28/2017 00:00:00,03/30/2017 00:00:00,3519000,3519000,58348
YHAGUY BATERIAS S.A.,5834,Compras  CREDITO,03/01/2017 00:00:00,03/31/2017 00:00:00,14700000,14700000,58348
YHAGUY BATERIAS S.A.,5764,Compras  CREDITO,02/28/2017 00:00:00,03/30/2017 00:00:00,4481000,4481000,58348
YHAGUY BATERIAS S.A.,5763,Compras  CREDITO,02/28/2017 00:00:00,03/30/2017 00:00:00,19639400,19639400,58348
YHAGUY BATERIAS S.A.,5874,Compras  CREDITO,03/02/2017 00:00:00,04/01/2017 00:00:00,35800,35800,58348
YHAGUY BATERIAS S.A.,5796,Compras  CREDITO,02/28/2017 00:00:00,03/30/2017 00:00:00,13074800,13074800,58348
YHAGUY BATERIAS S.A.,5924,Compras  CREDITO,03/03/2017 00:00:00,04/03/2017 00:00:00,1908235,1908235,58348
YHAGUY BATERIAS S.A.,5825,Compras  CREDITO,03/01/2017 00:00:00,04/03/2017 00:00:00,4448976,4448976,58348
YHAGUY BATERIAS S.A.,5911,Compras  CREDITO,03/03/2017 00:00:00,04/02/2017 00:00:00,10477000,10477000,58348
YHAGUY BATERIAS S.A.,5976,Compras  CREDITO,03/06/2017 00:00:00,04/05/2017 00:00:00,1716000,1716000,58348
YHAGUY BATERIAS S.A.,5969,Compras  CREDITO,03/06/2017 00:00:00,04/05/2017 00:00:00,7730000,7730000,58348
YHAGUY BATERIAS S.A.,6013,Compras  CREDITO,03/07/2017 00:00:00,04/06/2017 00:00:00,1083200,1083200,58348
YHAGUY BATERIAS S.A.,5985,Compras  CREDITO,03/06/2017 00:00:00,04/05/2017 00:00:00,5308000,5308000,58348
YHAGUY BATERIAS S.A.,6057,Compras  CREDITO,03/08/2017 00:00:00,04/08/2017 00:00:00,5401068,5401068,58348
YHAGUY BATERIAS S.A.,6122,Compras  CREDITO,03/09/2017 00:00:00,04/08/2017 00:00:00,3310000,3310000,58348
YHAGUY BATERIAS S.A.,6160,Compras  CREDITO,03/10/2017 00:00:00,04/09/2017 00:00:00,876000,876000,58348
YHAGUY BATERIAS S.A.,6162,Compras  CREDITO,03/10/2017 00:00:00,04/12/2017 00:00:00,961100,961100,58348
YHAGUY BATERIAS S.A.,6154,Gastos Credito,03/10/2017 00:00:00,04/09/2017 00:00:00,541600,541600,58348
YHAGUY BATERIAS S.A.,6188,Compras  CREDITO,03/13/2017 00:00:00,04/12/2017 00:00:00,5797500,5797500,58348
YHAGUY BATERIAS S.A.,6204,Compras  CREDITO,03/13/2017 00:00:00,04/12/2017 00:00:00,21179680,21179680,58348
YHAGUY BATERIAS S.A.,6215,Compras  CREDITO,03/14/2017 00:00:00,04/13/2017 00:00:00,13612280,13612280,58348
YHAGUY BATERIAS S.A.,6360,Compras  CREDITO,03/20/2017 00:00:00,04/19/2017 00:00:00,3044436,3044436,58348
YHAGUY BATERIAS S.A.,6363,Compras  CREDITO,03/20/2017 00:00:00,04/19/2017 00:00:00,907680,907680,58348
YHAGUY BATERIAS S.A.,6362,Compras  CREDITO,03/20/2017 00:00:00,04/19/2017 00:00:00,969108,969108,58348
YHAGUY BATERIAS S.A.,6420,Compras  CREDITO,03/22/2017 00:00:00,04/21/2017 00:00:00,17425500,17425500,58348
YHAGUY BATERIAS S.A.,6482,Compras  CREDITO,03/23/2017 00:00:00,04/23/2017 00:00:00,1329124,1329124,58348
YHAGUY BATERIAS S.A.,6491,Compras  CREDITO,03/23/2017 00:00:00,04/22/2017 00:00:00,4514800,4514800,58348
YHAGUY BATERIAS S.A.,6591,Compras  CREDITO,03/27/2017 00:00:00,04/27/2017 00:00:00,1298840,1298840,58348
YHAGUY BATERIAS S.A.,6570,Compras  CREDITO,03/27/2017 00:00:00,04/26/2017 00:00:00,7506000,7506000,58348
YHAGUY BATERIAS S.A.,6690,Compras  CREDITO,03/29/2017 00:00:00,04/28/2017 00:00:00,4556400,4556400,58348
YHAGUY BATERIAS S.A.,6694,Compras  CREDITO,03/29/2017 00:00:00,04/28/2017 00:00:00,12466000,12466000,58348
YHAGUY BATERIAS S.A.,6748,Compras  CREDITO,03/30/2017 00:00:00,04/29/2017 00:00:00,6227000,6227000,58348
YHAGUY BATERIAS S.A.,6702,Compras  CREDITO,03/29/2017 00:00:00,04/29/2017 00:00:00,2204984,2204984,58348
YHAGUY BATERIAS S.A.,6709,Compras  CREDITO,03/29/2017 00:00:00,04/29/2017 00:00:00,1318888,1318888,58348
YHAGUY BATERIAS S.A.,6756,Compras  CREDITO,03/30/2017 00:00:00,04/29/2017 00:00:00,5833170,5833170,58348
YHAGUY BATERIAS S.A.,6738,Compras  CREDITO,03/30/2017 00:00:00,04/29/2017 00:00:00,13119600,13119600,58348
YHAGUY BATERIAS S.A.,6763,Compras  CREDITO,03/30/2017 00:00:00,04/29/2017 00:00:00,10506000,10506000,58348
YHAGUY BATERIAS S.A.,6794,Compras  CREDITO,03/31/2017 00:00:00,04/30/2017 00:00:00,8166000,8166000,58348
YHAGUY BATERIAS S.A.,6793,Compras  CREDITO,03/31/2017 00:00:00,05/03/2017 00:00:00,8449438,8449438,58348
YHAGUY BATERIAS S.A.,6833,Compras  CREDITO,04/03/2017 00:00:00,05/03/2017 00:00:00,13365500,13365500,58348
YHAGUY BATERIAS S.A.,6934,Compras  CREDITO,04/06/2017 00:00:00,05/06/2017 00:00:00,45511200,45511200,58348
YHAGUY BATERIAS S.A.,6947,Compras  CREDITO,04/06/2017 00:00:00,05/06/2017 00:00:00,598000,598000,58348
YHAGUY BATERIAS S.A.,6948,Compras  CREDITO,04/06/2017 00:00:00,05/06/2017 00:00:00,1462986,1462986,58348
YHAGUY BATERIAS S.A.,6996,Compras  CREDITO,04/07/2017 00:00:00,05/07/2017 00:00:00,3014030,3014030,58348
YHAGUY BATERIAS S.A.,7068,Compras  CREDITO,04/10/2017 00:00:00,05/10/2017 00:00:00,4525000,4525000,58348
YHAGUY BATERIAS S.A.,7121,Compras  CREDITO,04/11/2017 00:00:00,05/11/2017 00:00:00,13848000,13848000,58348
YHAGUY BATERIAS S.A.,7082,Compras  CREDITO,04/10/2017 00:00:00,05/10/2017 00:00:00,2990000,2990000,58348
YHAGUY BATERIAS S.A.,7117,Compras  CREDITO,04/11/2017 00:00:00,05/11/2017 00:00:00,19532000,19532000,58348
YHAGUY BATERIAS S.A.,7158,Compras  CREDITO,04/11/2017 00:00:00,05/11/2017 00:00:00,1662000,1662000,58348
YHAGUY BATERIAS S.A.,7112,Compras  CREDITO,04/11/2017 00:00:00,05/12/2017 00:00:00,800794,800794,58348
YHAGUY BATERIAS S.A.,7229,Compras  CREDITO,04/17/2017 00:00:00,05/17/2017 00:00:00,387000,387000,58348
YHAGUY BATERIAS S.A.,7237,Compras  CREDITO,04/17/2017 00:00:00,05/17/2017 00:00:00,15552000,15552000,58348
YHAGUY BATERIAS S.A.,7161,Compras  CREDITO,04/19/2017 00:00:00,05/19/2017 00:00:00,5123044,5123044,58348
YHAGUY BATERIAS S.A.,7381,Compras  CREDITO,04/20/2017 00:00:00,05/20/2017 00:00:00,472550,472550,58348
YHAGUY BATERIAS S.A.,7400,Compras  CREDITO,04/21/2017 00:00:00,05/21/2017 00:00:00,390000,390000,58348
YHAGUY BATERIAS S.A.,7332,Compras  CREDITO,04/19/2017 00:00:00,05/19/2017 00:00:00,1322000,1322000,58348
YHAGUY BATERIAS S.A.,7455,Compras  CREDITO,04/22/2017 00:00:00,05/22/2017 00:00:00,1560000,1560000,58348
YHAGUY BATERIAS S.A.,7403,Compras  CREDITO,04/21/2017 00:00:00,05/25/2017 00:00:00,910306,910306,58348
YHAGUY BATERIAS S.A.,7424,Compras  CREDITO,04/21/2017 00:00:00,05/21/2017 00:00:00,2990000,2990000,58348
YHAGUY BATERIAS S.A.,7608,Compras  CREDITO,04/26/2017 00:00:00,05/26/2017 00:00:00,4376000,4376000,58348
YHAGUY BATERIAS S.A.,7563,Compras  CREDITO,04/25/2017 00:00:00,05/25/2017 00:00:00,12324380,12324380,58348
YHAGUY BATERIAS S.A.,7644,Compras  CREDITO,04/27/2017 00:00:00,05/27/2017 00:00:00,2863000,2863000,58348
YHAGUY BATERIAS S.A.,7638,Compras  CREDITO,04/27/2017 00:00:00,05/27/2017 00:00:00,21658480,21658480,58348
YHAGUY BATERIAS S.A.,7657,Compras  CREDITO,04/27/2017 00:00:00,05/27/2017 00:00:00,288000,288000,58348
YHAGUY BATERIAS S.A.,7658,Gastos Credito,04/27/2017 00:00:00,05/27/2017 00:00:00,358000,358000,58348
YHAGUY BATERIAS S.A.,7662,Compras  CREDITO,04/28/2017 00:00:00,05/28/2017 00:00:00,50000,50000,58348
YHAGUY BATERIAS S.A.,7746,Compras  CREDITO,05/02/2017 00:00:00,06/01/2017 00:00:00,390000,390000,58348
YHAGUY BATERIAS S.A.,7792,Compras  CREDITO,05/04/2017 00:00:00,06/03/2017 00:00:00,8500000,8500000,58348
YHAGUY BATERIAS S.A.,7803,Compras  CREDITO,05/04/2017 00:00:00,06/03/2017 00:00:00,4290000,4290000,58348
YHAGUY BATERIAS S.A.,7848,Gastos Credito,05/05/2017 00:00:00,06/04/2017 00:00:00,432000,432000,58348
YHAGUY BATERIAS S.A.,7846,Compras  CREDITO,05/05/2017 00:00:00,06/04/2017 00:00:00,7740000,7740000,58348
YHAGUY BATERIAS S.A.,7898,Compras  CREDITO,05/08/2017 00:00:00,06/07/2017 00:00:00,8346440,8346440,58348
YHAGUY BATERIAS S.A.,7920,Compras  CREDITO,05/09/2017 00:00:00,06/08/2017 00:00:00,6924000,6924000,58348
YHAGUY BATERIAS S.A.,7873,Compras  CREDITO,05/05/2017 00:00:00,06/04/2017 00:00:00,3324000,3324000,58348
YHAGUY BATERIAS S.A.,7977,Compras  CREDITO,05/10/2017 00:00:00,06/09/2017 00:00:00,460000,460000,58348
YHAGUY BATERIAS S.A.,7718,Compras  CREDITO,05/02/2017 00:00:00,06/01/2017 00:00:00,2820000,2820000,58348
YHAGUY BATERIAS S.A.,8061,Compras  CREDITO,05/11/2017 00:00:00,06/10/2017 00:00:00,2860000,2860000,58348
YHAGUY BATERIAS S.A.,8049,Compras  CREDITO,05/11/2017 00:00:00,06/11/2017 00:00:00,1223874,1223874,58348
YHAGUY BATERIAS S.A.,7963,Compras  CREDITO,05/10/2017 00:00:00,06/11/2017 00:00:00,1949268,1949268,58348
YHAGUY BATERIAS S.A.,7909,Compras  CREDITO,05/08/2017 00:00:00,06/11/2017 00:00:00,3888986,3888986,58348
YHAGUY BATERIAS S.A.,8101,Gastos Credito,05/12/2017 00:00:00,06/11/2017 00:00:00,541236,541236,58348
YHAGUY BATERIAS S.A.,8109,Compras  CREDITO,05/12/2017 00:00:00,06/11/2017 00:00:00,746000,746000,58348
YHAGUY BATERIAS S.A.,8005,Compras  CREDITO,05/10/2017 00:00:00,06/09/2017 00:00:00,13886000,13886000,58348
YHAGUY BATERIAS S.A.,8131,Compras  CREDITO,05/12/2017 00:00:00,06/11/2017 00:00:00,4029300,4029300,58348
YHAGUY BATERIAS S.A.,8159,Compras  CREDITO,05/16/2017 00:00:00,06/15/2017 00:00:00,2816000,2816000,58348
YHAGUY BATERIAS S.A.,8191,Compras  CREDITO,05/16/2017 00:00:00,06/15/2017 00:00:00,16428000,16428000,58348
YHAGUY BATERIAS S.A.,8190,Compras  CREDITO,05/16/2017 00:00:00,06/15/2017 00:00:00,17560000,17560000,58348
YHAGUY BATERIAS S.A.,8262,Compras  CREDITO,05/18/2017 00:00:00,06/17/2017 00:00:00,8489000,8489000,58348
YHAGUY BATERIAS S.A.,8318,Compras  CREDITO,05/19/2017 00:00:00,06/18/2017 00:00:00,1430000,1430000,58348
YHAGUY BATERIAS S.A.,8309,Compras  CREDITO,05/19/2017 00:00:00,06/21/2017 00:00:00,3584784,3584784,58348
YHAGUY BATERIAS S.A.,8385,Compras  CREDITO,05/22/2017 00:00:00,06/21/2017 00:00:00,21733080,21733080,58348
YHAGUY BATERIAS S.A.,8406,Compras  CREDITO,05/22/2017 00:00:00,06/21/2017 00:00:00,57376000,57376000,58348
YHAGUY BATERIAS S.A.,8520,Compras  CREDITO,05/24/2017 00:00:00,06/24/2017 00:00:00,5292000,5292000,58348
YHAGUY BATERIAS S.A.,8456,Compras  CREDITO,05/23/2017 00:00:00,06/22/2017 00:00:00,1200000,1200000,58348
YHAGUY BATERIAS S.A.,8407,Compras  CREDITO,05/22/2017 00:00:00,06/21/2017 00:00:00,15801000,15801000,58348
YHAGUY BATERIAS S.A.,8602,Compras  CREDITO,05/26/2017 00:00:00,06/25/2017 00:00:00,137904,137904,58348
YHAGUY BATERIAS S.A.,8616,Compras  CREDITO,05/27/2017 00:00:00,06/26/2017 00:00:00,385600,385600,58348
YHAGUY BATERIAS S.A.,8639,Compras  CREDITO,05/29/2017 00:00:00,06/25/2017 00:00:00,4131720,4131720,58348
YHAGUY BATERIAS S.A.,8634,Compras  CREDITO,05/29/2017 00:00:00,06/29/2017 00:00:00,2899696,2899696,58348
YHAGUY BATERIAS S.A.,8718,Compras  CREDITO,05/31/2017 00:00:00,06/30/2017 00:00:00,1815000,1815000,58348
YHAGUY BATERIAS S.A.,8714,Compras  CREDITO,05/31/2017 00:00:00,06/30/2017 00:00:00,14921220,14921220,58348
YHAGUY BATERIAS S.A.,8762,Compras  CREDITO,06/01/2017 00:00:00,07/01/2017 00:00:00,13010000,13010000,58348
YHAGUY BATERIAS S.A.,8768,Compras  CREDITO,06/01/2017 00:00:00,07/01/2017 00:00:00,7040000,7040000,58348
YHAGUY BATERIAS S.A.,8930,Compras  CREDITO,06/06/2017 00:00:00,07/06/2017 00:00:00,2860000,2860000,58348
YHAGUY BATERIAS S.A.,8856,Compras  CREDITO,06/03/2017 00:00:00,07/07/2017 00:00:00,3167282,3167282,58348
YHAGUY BATERIAS S.A.,8730,Compras  CREDITO,05/31/2017 00:00:00,07/07/2017 00:00:00,3288630,3288630,58348
YHAGUY BATERIAS S.A.,8989,Compras  CREDITO,06/07/2017 00:00:00,07/07/2017 00:00:00,2432976,2432976,58348
YHAGUY BATERIAS S.A.,8952,Compras  CREDITO,06/06/2017 00:00:00,07/06/2017 00:00:00,27838896,27838896,58348
YHAGUY BATERIAS S.A.,8944,Compras  CREDITO,06/06/2017 00:00:00,07/06/2017 00:00:00,4764000,4764000,58348
YHAGUY BATERIAS S.A.,9090,Compras  CREDITO,06/09/2017 00:00:00,07/09/2017 00:00:00,6232000,6232000,58348
YHAGUY BATERIAS S.A.,9216,Compras  CREDITO,06/14/2017 00:00:00,07/14/2017 00:00:00,2253140,2253140,58348
YHAGUY BATERIAS S.A.,9121,Compras  CREDITO,06/09/2017 00:00:00,07/14/2017 00:00:00,943116,943116,58348
YHAGUY BATERIAS S.A.,9161,Compras  CREDITO,06/14/2017 00:00:00,07/14/2017 00:00:00,1199854,1199854,58348
YHAGUY BATERIAS S.A.,9229,Compras  CREDITO,06/14/2017 00:00:00,07/14/2017 00:00:00,776000,776000,58348
YHAGUY BATERIAS S.A.,9247,Compras  CREDITO,06/14/2017 00:00:00,07/15/2017 00:00:00,1850324,1850324,58348
YHAGUY BATERIAS S.A.,9285,Compras  CREDITO,06/15/2017 00:00:00,07/15/2017 00:00:00,1121196,1121196,58348
YHAGUY BATERIAS S.A.,9542,Compras  CREDITO,06/22/2017 00:00:00,07/15/2017 00:00:00,300000,300000,58348
YHAGUY BATERIAS S.A.,9320,Compras  CREDITO,06/16/2017 00:00:00,07/17/2017 00:00:00,6232680,6232680,58348
YHAGUY BATERIAS S.A.,9349,Compras  CREDITO,06/17/2017 00:00:00,07/17/2017 00:00:00,2059200,2059200,58348
YHAGUY BATERIAS S.A.,9269,Compras  CREDITO,06/15/2017 00:00:00,07/20/2017 00:00:00,2641880,2641880,58348
YHAGUY BATERIAS S.A.,9323,Compras  CREDITO,06/16/2017 00:00:00,07/19/2017 00:00:00,10378000,10378000,58348
YHAGUY BATERIAS S.A.,9413,Compras  CREDITO,06/20/2017 00:00:00,07/20/2017 00:00:00,1552000,1552000,58348
YHAGUY BATERIAS S.A.,9485,Compras  CREDITO,06/21/2017 00:00:00,07/21/2017 00:00:00,392000,392000,58348
YHAGUY BATERIAS S.A.,9385,Compras  CREDITO,06/19/2017 00:00:00,07/19/2017 00:00:00,30051140,30051140,58348
YHAGUY BATERIAS S.A.,9638,Compras  CREDITO,06/23/2017 00:00:00,07/23/2017 00:00:00,5820000,5820000,58348
YHAGUY BATERIAS S.A.,9658,Compras  CREDITO,06/26/2017 00:00:00,07/26/2017 00:00:00,105162,105162,58348
YHAGUY BATERIAS S.A.,9717,Compras  CREDITO,06/28/2017 00:00:00,07/28/2017 00:00:00,17442000,17442000,58348
YHAGUY BATERIAS S.A.,9756,Compras  CREDITO,06/29/2017 00:00:00,07/29/2017 00:00:00,3600000,3600000,58348
YHAGUY BATERIAS S.A.,9949,Compras  CREDITO,07/04/2017 00:00:00,08/03/2017 00:00:00,1430000,1430000,58348
YHAGUY BATERIAS S.A.,9960,Compras  CREDITO,07/04/2017 00:00:00,08/03/2017 00:00:00,3918000,3918000,58348
YHAGUY BATERIAS S.A.,9912,Compras  CREDITO,07/03/2017 00:00:00,08/02/2017 00:00:00,3520000,3520000,58348
YHAGUY BATERIAS S.A.,10017,Compras  CREDITO,07/06/2017 00:00:00,08/05/2017 00:00:00,1430000,1430000,58348
YHAGUY BATERIAS S.A.,10080,Compras  CREDITO,07/08/2017 00:00:00,08/07/2017 00:00:00,1430000,1430000,58348
YHAGUY BATERIAS S.A.,10239,Compras  CREDITO,07/12/2017 00:00:00,08/11/2017 00:00:00,4928000,4928000,58348
YHAGUY BATERIAS S.A.,10374,Compras  CREDITO,07/15/2017 00:00:00,08/14/2017 00:00:00,5720000,5720000,58348
YHAGUY BATERIAS S.A.,10890,Compras  CREDITO,07/27/2017 00:00:00,07/30/2017 00:00:00,11640000,11640000,58348
YHAGUY BATERIAS S.A.,10891,Compras  CREDITO,07/27/2017 00:00:00,07/30/2017 00:00:00,45388000,45388000,58348
YHAGUY BATERIAS S.A.,10460,Compras  CREDITO,07/18/2017 00:00:00,08/17/2017 00:00:00,290000,290000,58348
YHAGUY BATERIAS S.A.,10300,Compras  CREDITO,07/13/2017 00:00:00,08/12/2017 00:00:00,20801145,20801145,58348
YHAGUY BATERIAS S.A.,10518,Compras  CREDITO,07/19/2017 00:00:00,08/18/2017 00:00:00,5720000,5720000,58348
YHAGUY BATERIAS S.A.,10526,Compras  CREDITO,07/19/2017 00:00:00,08/18/2017 00:00:00,4510400,4510400,58348
YHAGUY BATERIAS S.A.,10571,Compras  CREDITO,07/20/2017 00:00:00,08/19/2017 00:00:00,563264,563264,58348
YHAGUY BATERIAS S.A.,10593,Compras  CREDITO,07/20/2017 00:00:00,08/19/2017 00:00:00,6002800,6002800,58348
YHAGUY BATERIAS S.A.,10654,Compras  CREDITO,07/21/2017 00:00:00,08/20/2017 00:00:00,5224000,5224000,58348
YHAGUY BATERIAS S.A.,10690,Compras  CREDITO,07/24/2017 00:00:00,08/23/2017 00:00:00,5224000,5224000,58348
YHAGUY BATERIAS S.A.,10692,Compras  CREDITO,07/24/2017 00:00:00,08/23/2017 00:00:00,1430000,1430000,58348
YHAGUY BATERIAS S.A.,10840,Compras  CREDITO,07/26/2017 00:00:00,08/25/2017 00:00:00,3600000,3600000,58348
YHAGUY BATERIAS S.A.,10888,Compras  CREDITO,07/27/2017 00:00:00,08/26/2017 00:00:00,2848560,2848560,58348
YHAGUY BATERIAS S.A.,10712,Compras  CREDITO,07/24/2017 00:00:00,08/23/2017 00:00:00,14811640,14811640,58348
YHAGUY BATERIAS S.A.,10772,Compras  CREDITO,07/25/2017 00:00:00,08/24/2017 00:00:00,1314000,1314000,58348
YHAGUY BATERIAS S.A.,10719,Compras  CREDITO,07/24/2017 00:00:00,08/23/2017 00:00:00,8320000,8320000,58348
YHAGUY BATERIAS S.A.,10951,Compras  CREDITO,07/28/2017 00:00:00,08/27/2017 00:00:00,1740000,1740000,58348
YHAGUY BATERIAS S.A.,10940,Compras  CREDITO,07/28/2017 00:00:00,08/27/2017 00:00:00,16992020,16992020,58348
YHAGUY BATERIAS S.A.,11089,Compras  CREDITO,08/02/2017 00:00:00,09/01/2017 00:00:00,1408000,1408000,58348
YHAGUY BATERIAS S.A.,11393,Compras  CREDITO,08/10/2017 00:00:00,09/09/2017 00:00:00,458640,458640,58348
YHAGUY BATERIAS S.A.,11374,Compras  CREDITO,08/10/2017 00:00:00,09/09/2017 00:00:00,11724800,11724800,58348
YHAGUY BATERIAS S.A.,11282,Compras  CREDITO,08/08/2017 00:00:00,09/07/2017 00:00:00,28694000,28694000,58348
YHAGUY BATERIAS S.A.,11417,Compras  CREDITO,08/10/2017 00:00:00,09/09/2017 00:00:00,3920000,3920000,58348
YHAGUY BATERIAS S.A.,11506,Compras  CREDITO,08/14/2017 00:00:00,09/13/2017 00:00:00,3920000,3920000,58348
